Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
8842,Toxostoma bendirei,Mimidae,Passeriformes,AVIBASE-E866F8FA,5,1,4,0,4,27.1,19.4,6.0,6.6,33.6,98.6,19.2,78.8,19.6,110.4,62.2,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Omnivore,Generalist,25.45,38.48,33.97,-110.94,822797.04
8843,Toxostoma cinereum,Mimidae,Passeriformes,AVIBASE-A3E0C737,5,1,4,0,5,30.9,23.0,6.2,6.8,31.0,98.2,15.8,82.4,16.2,98.0,59.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,22.87,31.36,26.95,-112.81,99643.40
8845,Toxostoma crissale,Mimidae,Passeriformes,AVIBASE-F4EE41F5,5,2,3,0,4,32.1,22.3,5.7,6.1,29.6,101.2,19.5,81.5,19.3,109.4,62.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,19.69,37.27,29.73,-107.36,1010689.86
8837,Toxostoma curvirostre,Mimidae,Passeriformes,AVIBASE-033B53E6,5,2,3,0,4,35.2,23.7,6.1,6.5,32.4,111.6,19.8,92.2,17.7,109.2,80.5,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Invertivore,Terrestrial,16.71,37.97,27.84,-103.65,2044910.56
8841,Toxostoma guttatum,Mimidae,Passeriformes,AVIBASE-E92F543E,5,1,1,3,4,30.6,20.2,5.9,5.6,30.4,86.9,10.5,75.9,12.2,102.4,52.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,20.33,20.54,20.48,-86.93,24.89
8846,Toxostoma lecontei,Mimidae,Passeriformes,AVIBASE-6DF504ED,5,3,2,0,4,37.4,25.9,5.2,5.8,31.1,96.0,14.7,82.1,15.2,115.0,61.9,Dunning,NA,NO,NA,NA,Shrubland,3,2,Carnivore,Invertivore,Terrestrial,25.82,37.70,33.95,-115.13,251262.30
8840,Toxostoma longirostre,Mimidae,Passeriformes,AVIBASE-6CB9F53A,5,2,3,0,4,34.6,22.7,6.0,6.2,36.3,99.4,8.9,90.4,8.9,121.0,67.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,19.07,29.89,25.82,-99.10,300961.71
8838,Toxostoma ocellatum,Mimidae,Passeriformes,AVIBASE-624FDE60,5,1,3,1,5,37.4,26.8,6.8,7.1,37.3,104.0,7.8,96.2,7.5,136.4,84.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,16.51,21.02,18.92,-98.38,88725.79
8844,Toxostoma redivivum,Mimidae,Passeriformes,AVIBASE-20748450,5,2,2,1,4,40.2,30.5,6.5,6.9,36.4,102.4,9.8,92.4,9.5,133.0,84.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Generalist,29.42,42.00,36.46,-120.09,167320.21
8839,Toxostoma rufum,Mimidae,Passeriformes,AVIBASE-C8F9F2D0,5,2,3,0,4,30.1,19.3,5.4,6.3,34.2,102.5,14.0,86.7,13.9,121.8,68.8,Dunning,NA,NO,NA,NA,Shrubland,1,2,Omnivore,Omnivore,Generalist,25.78,54.12,41.75,-92.94,5678627.88
10695,Lamprospiza melanoleuca,Mitrospingidae,Passeriformes,AVIBASE-099CDCB9,8,3,5,0,4,19.1,11.8,6.6,8.3,21.0,92.7,21.5,71.0,23.2,64.5,34.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-14.17,6.04,-4.86,-59.18,3392867.33
10696,Mitrospingus cassinii,Mitrospingidae,Passeriformes,AVIBASE-D59309B6,6,2,3,1,4,21.6,12.8,5.4,6.9,25.4,83.5,10.3,71.9,12.6,73.2,40.4,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,-2.66,10.88,5.56,-78.04,167653.28
10697,Mitrospingus oleagineus,Mitrospingidae,Passeriformes,AVIBASE-C9AA6FC9,4,0,2,2,4,20.7,11.9,5.5,7.1,25.8,93.4,16.8,76.6,18.0,84.4,41.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,4.49,6.13,5.33,-61.38,38825.74
10698,Orthogonys chloricterus,Mitrospingidae,Passeriformes,AVIBASE-C016E9A0,5,1,4,0,4,24.0,13.1,6.1,7.5,24.5,90.4,21.6,69.1,23.8,79.6,39.0,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-29.68,-19.19,-23.52,-45.74,121968.52
9388,Arcanator orostruthus,Modulatricidae,Passeriformes,AVIBASE-D2E8BF1B,3,0,1,2,1,19.3,10.1,3.5,3.9,27.5,85.3,11.5,73.5,13.5,70.0,32.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-16.34,-4.83,-9.81,36.55,6391.44
9390,Kakamega poliothorax,Modulatricidae,Passeriformes,AVIBASE-FC1BE879,5,2,3,0,4,18.6,9.5,3.6,4.7,30.5,83.8,8.6,74.9,10.3,75.8,36.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.64,8.35,1.41,22.35,140625.85
9389,Modulatrix stictigula,Modulatricidae,Passeriformes,AVIBASE-3ADCF52E,18,2,3,13,17,17.5,9.0,3.3,3.7,30.1,77.7,7.7,69.7,9.9,70.6,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,-10.29,-3.96,-7.61,35.93,70768.87
6239,Mohoua albicilla,Mohouidae,Passeriformes,AVIBASE-A117BD8B,4,2,2,0,4,12.7,7.1,3.0,4.6,25.4,70.4,14.0,56.4,19.9,65.4,17.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-41.61,-36.17,-39.09,175.84,36004.25
6241,Mohoua novaeseelandiae,Mohouidae,Passeriformes,AVIBASE-85C9C593,5,2,3,0,4,10.9,6.2,2.7,3.7,23.2,60.4,12.2,48.3,20.2,62.8,12.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-47.29,-40.50,-43.68,170.49,76987.83
6240,Mohoua ochrocephala,Mohouidae,Passeriformes,AVIBASE-F84E1C1E,4,2,2,0,4,14.1,8.1,3.6,5.1,30.9,80.5,15.5,65.0,19.3,73.8,27.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-46.50,-41.01,-45.19,167.84,16919.77
6796,Arses insularis,Monarchidae,Passeriformes,AVIBASE-F25F2B9A,10,2,8,0,4,16.8,8.6,5.3,4.1,17.6,78.6,11.6,67.0,14.7,67.9,19.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.03,-1.52,-3.76,141.57,171996.00
6799,Arses kaupi,Monarchidae,Passeriformes,AVIBASE-1AE95762,10,4,6,0,4,14.5,7.0,4.4,3.6,19.0,79.3,15.1,64.5,19.0,76.4,13.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.62,-15.49,-17.72,145.73,27770.73
6798,Arses lorealis,Monarchidae,Passeriformes,AVIBASE-C468414C,10,1,8,1,4,15.8,8.0,5.1,3.9,18.7,77.0,13.4,63.6,17.4,70.2,13.7,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.79,-9.90,-12.58,142.52,44726.89
6797,Arses telescopthalmus,Monarchidae,Passeriformes,AVIBASE-8FCA9FAC,14,5,9,0,4,16.6,7.8,5.2,4.1,18.1,81.0,13.4,69.1,16.2,70.0,15.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.73,0.04,-6.70,141.44,399368.94
6826,Carterornis castus,Monarchidae,Passeriformes,AVIBASE-640B813A,1,0,1,0,1,15.7,9.1,3.6,4.5,19.3,66.0,12.0,54.0,18.2,61.0,14.0,Inferred,NA,YES,Body Mass,Carterornis pileatus,NA,1,1,Carnivore,Invertivore,Insessorial,-8.35,-7.10,-7.62,131.40,3794.53
6823,Carterornis chrysomela,Monarchidae,Passeriformes,AVIBASE-6778547A,10,2,8,0,4,16.4,9.1,5.1,4.5,17.9,72.0,11.3,60.8,15.6,55.7,15.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.72,0.00,-5.26,141.05,651592.49
6824,Carterornis leucotis,Monarchidae,Passeriformes,AVIBASE-D8AF3430,12,3,9,0,4,15.3,9.0,4.4,4.3,18.6,69.2,11.8,57.7,17.0,63.7,11.4,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Insessorial,-31.15,-11.73,-22.03,148.79,312561.63
6825,Carterornis pileatus,Monarchidae,Passeriformes,AVIBASE-1EE395CD,5,0,5,0,1,16.6,8.7,5.2,4.4,19.7,69.4,11.3,58.1,16.2,68.0,14.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.80,2.23,0.03,127.72,20864.03
6828,Chasiempis ibidis,Monarchidae,Passeriformes,AVIBASE-E2F7F6EC,10,2,8,0,4,16.0,8.9,4.8,3.8,23.0,68.5,12.2,56.3,17.8,61.8,13.1,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,21.29,21.64,21.49,-157.97,235.03
6829,Chasiempis sandwichensis,Monarchidae,Passeriformes,AVIBASE-0E48C9D0,11,2,9,0,4,15.8,8.0,4.2,3.8,23.3,73.7,12.9,60.7,17.5,61.5,13.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,19.02,20.15,19.59,-155.42,5857.42
6827,Chasiempis sclateri,Monarchidae,Passeriformes,AVIBASE-0E7C7C85,9,2,7,0,4,16.4,8.5,4.8,3.7,24.9,68.8,12.2,56.6,17.7,59.8,12.9,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,21.96,22.20,22.10,-159.57,416.45
6847,Clytorhynchus hamlini,Monarchidae,Passeriformes,AVIBASE-47604004,10,2,8,0,4,30.1,20.0,6.5,6.9,23.3,94.6,15.0,79.6,16.0,81.4,34.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.88,-11.46,-11.68,160.31,672.67
6846,Clytorhynchus nigrogularis,Monarchidae,Passeriformes,AVIBASE-19CB1D6A,7,1,6,0,4,27.2,17.1,6.5,8.8,24.3,102.9,17.3,85.6,16.8,86.1,55.7,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.17,-16.15,-17.44,172.01,16947.76
6843,Clytorhynchus pachycephaloides,Monarchidae,Passeriformes,AVIBASE-9884A24C,10,2,8,0,4,23.4,14.4,5.8,7.3,22.3,89.1,15.5,73.6,17.4,80.0,26.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.47,-13.07,-19.25,166.28,27352.86
6845,Clytorhynchus sanctaecrucis,Monarchidae,Passeriformes,AVIBASE-011A5D07,1,0,1,0,1,22.6,14.2,4.7,6.5,23.4,90.5,16.8,73.7,18.6,73.5,55.7,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.89,-10.67,-10.76,165.88,501.67
6844,Clytorhynchus vitiensis,Monarchidae,Passeriformes,AVIBASE-9CC45BB1,10,2,8,0,4,22.9,14.1,5.3,6.1,21.8,88.7,14.8,73.9,16.7,74.6,29.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.68,-12.48,-17.42,154.27,18613.59
6801,Grallina bruijnii,Monarchidae,Passeriformes,AVIBASE-DDA62908,9,2,6,1,3,22.1,12.5,4.4,4.4,26.3,104.2,16.2,87.7,15.6,75.4,38.4,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Aquatic predator,Terrestrial,-10.48,-0.40,-5.27,141.92,259817.04
6800,Grallina cyanoleuca,Monarchidae,Passeriformes,AVIBASE-40BC6550,15,6,9,0,4,26.2,15.6,5.7,5.5,41.7,172.1,46.3,127.8,26.6,115.5,82.6,Dunning,NA,NO,NA,NA,Grassland,2,1,Carnivore,Aquatic predator,Terrestrial,-40.00,-8.33,-25.59,133.55,6745925.59
6861,Hypothymis azurea,Monarchidae,Passeriformes,AVIBASE-0AC5BA0A,6,2,2,2,4,11.8,8.5,4.6,3.7,15.8,69.8,11.1,58.6,16.0,75.2,11.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.11,31.00,16.05,98.40,7041185.04
6864,Hypothymis coelestis,Monarchidae,Passeriformes,AVIBASE-86A673A1,7,2,5,0,4,14.8,8.8,5.9,4.2,17.6,71.0,12.5,58.5,17.7,66.5,13.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,5.05,18.65,12.02,123.13,167204.65
6863,Hypothymis helenae,Monarchidae,Passeriformes,AVIBASE-9E86EF25,7,2,5,0,5,12.7,7.2,4.6,3.5,15.7,64.9,11.3,53.6,17.2,62.4,9.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,6.28,19.00,13.55,122.98,123419.68
6862,Hypothymis puella,Monarchidae,Passeriformes,AVIBASE-289B069F,27,12,14,1,0,16.9,8.5,4.9,4.1,16.2,74.3,11.1,58.6,16.0,72.0,11.1,DataFromSplit,NA,YES,Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index,Hypothymis azurea,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.15,1.76,-2.16,121.32,186767.47
6842,Mayrornis lessoni,Monarchidae,Passeriformes,AVIBASE-0AE94E4B,11,3,8,0,4,14.5,8.1,4.0,3.8,18.8,68.0,12.4,55.4,18.4,59.5,11.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-20.68,-15.71,-17.45,163.30,17898.21
6840,Mayrornis schistaceus,Monarchidae,Passeriformes,AVIBASE-074CF186,5,0,5,0,1,16.9,9.9,4.6,4.3,20.5,69.6,11.9,57.7,17.1,60.0,11.2,Inferred,NA,YES,Body Mass,Mayrornis lessoni,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.73,-11.59,-11.66,166.88,179.32
6841,Mayrornis versicolor,Monarchidae,Passeriformes,AVIBASE-F410F3C2,10,2,8,0,4,15.1,9.3,4.0,3.8,19.6,68.2,12.0,56.2,17.6,59.8,29.0,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-19.22,-19.12,-19.17,-178.41,16.45
6856,Metabolus godeffroyi,Monarchidae,Passeriformes,AVIBASE-5280B180,1,0,1,0,1,20.3,12.4,5.3,4.4,22.3,87.0,15.2,71.8,17.5,78.0,16.4,Inferred,NA,YES,Body Mass,Symposiachrus guttula,Forest,2,1,Carnivore,Invertivore,Insessorial,9.44,9.64,9.54,138.12,97.97
6857,Metabolus rugensis,Monarchidae,Passeriformes,AVIBASE-5159D2D4,11,2,9,0,4,26.5,16.3,5.7,6.5,26.9,102.5,16.5,85.9,16.1,88.5,23.6,Inferred,NA,YES,Body Mass,Myiagra alecto,Forest,2,1,Carnivore,Invertivore,Insessorial,7.29,7.46,7.37,151.74,83.99
6855,Metabolus takatsukasae,Monarchidae,Passeriformes,AVIBASE-52228B7B,6,0,6,0,1,18.7,10.6,5.3,4.0,23.4,67.5,12.8,54.7,18.9,66.7,16.4,Inferred,NA,YES,Body Mass,Symposiachrus guttula,Forest,2,1,Carnivore,Invertivore,Insessorial,14.92,15.11,15.02,145.64,106.58
6849,Monarcha castaneiventris,Monarchidae,Passeriformes,AVIBASE-2D8A5F07,19,5,14,0,8,21.1,11.8,6.9,6.0,20.4,85.5,13.8,71.7,16.2,71.5,27.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.95,-5.01,-7.78,158.08,27842.78
6848,Monarcha cinerascens,Monarchidae,Passeriformes,AVIBASE-3B7F9622,135,15,13,107,4,20.7,13.4,6.5,5.3,19.1,79.5,15.6,67.9,18.7,69.1,29.6,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-11.66,4.55,-3.25,126.73,148476.26
6853,Monarcha frater,Monarchidae,Passeriformes,AVIBASE-A9D5F566,19,6,13,0,8,19.1,12.6,6.3,5.9,18.7,83.7,14.2,69.3,16.9,66.6,22.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Insessorial,-15.10,-0.34,-5.50,141.30,226581.08
6850,Monarcha megarhynchus,Monarchidae,Passeriformes,AVIBASE-B1195D31,1,0,1,0,0,24.4,11.8,7.3,6.5,21.4,80.0,13.8,71.7,16.2,76.0,27.3,DataFromSplit,NA,YES,Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index,Monarcha castaneiventris,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.85,-10.17,-10.55,161.81,3338.51
6854,Monarcha melanopsis,Monarchidae,Passeriformes,AVIBASE-6ADE606E,16,4,11,1,4,21.2,12.8,6.8,6.2,19.5,89.2,20.6,70.8,22.6,73.6,22.7,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Insessorial,-39.14,-11.89,-28.07,149.38,448965.64
6852,Monarcha richardsii,Monarchidae,Passeriformes,AVIBASE-421C9B38,9,2,7,0,4,18.9,11.0,6.0,5.2,18.0,76.4,13.2,63.3,17.2,63.2,27.3,Inferred,NA,YES,Body Mass,Monarcha castaneiventris,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.83,-7.57,-8.23,157.36,5099.33
6851,Monarcha ugiensis,Monarchidae,Passeriformes,AVIBASE-6D285BEE,0,0,0,0,0,21.1,11.8,6.9,6.0,20.4,85.5,13.8,71.7,16.2,71.5,27.3,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Monarcha castaneiventris,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.90,-10.13,-10.47,162.01,58.16
6785,Myiagra albiventris,Monarchidae,Passeriformes,AVIBASE-92CCC2A9,10,2,8,0,4,17.3,8.7,6.9,3.9,15.8,70.5,12.6,57.9,17.9,60.8,12.3,Inferred,NA,YES,Body Mass,Myiagra vanikorensis,Forest,2,1,Carnivore,Invertivore,Insessorial,-14.06,-13.43,-13.74,-172.17,2877.26
6790,Myiagra alecto,Monarchidae,Passeriformes,AVIBASE-CE626FAD,27,7,20,0,15,19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15.0,72.4,23.6,Dunning,NA,NO,NA,NA,Riverine,2,1,Carnivore,Invertivore,Insessorial,-27.67,2.65,-12.02,137.95,1376502.43
6779,Myiagra atra,Monarchidae,Passeriformes,AVIBASE-BF5FCA86,7,0,7,0,1,17.0,8.5,6.3,4.7,17.7,72.1,11.8,60.3,16.4,56.6,12.3,Inferred,NA,YES,Body Mass,Myiagra vanikorensis,Forest,1,1,Carnivore,Invertivore,Insessorial,-1.22,-0.63,-0.94,135.89,2530.74
6787,Myiagra azureocapilla,Monarchidae,Passeriformes,AVIBASE-D37D32F3,4,2,2,0,4,14.3,8.5,5.9,3.2,19.0,78.2,14.7,63.6,18.7,72.8,12.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.01,-16.69,-16.85,-58.95,441.36
6783,Myiagra caledonica,Monarchidae,Passeriformes,AVIBASE-9C27FAE0,10,2,8,0,4,19.3,8.5,8.0,4.0,17.6,74.3,14.4,59.9,19.3,64.6,10.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-22.47,-11.46,-19.15,166.35,31488.18
6786,Myiagra castaneigularis,Monarchidae,Passeriformes,AVIBASE-9B34EDF7,0,0,0,0,0,14.3,8.5,5.9,3.2,19.0,78.2,14.7,63.6,18.7,72.8,12.9,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Myiagra azureocapilla,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.27,-16.15,-17.44,178.36,15298.07
6782,Myiagra cervinicauda,Monarchidae,Passeriformes,AVIBASE-17D07BD8,10,2,8,0,4,16.1,8.2,6.3,3.8,16.5,63.8,10.4,53.4,16.3,57.7,11.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.85,-10.17,-10.55,161.81,3331.87
6793,Myiagra cervinicolor,Monarchidae,Passeriformes,AVIBASE-BC87EEDE,0,0,0,0,0,17.5,10.7,5.2,4.3,22.1,70.2,9.3,60.9,13.3,55.6,20.2,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Myiagra hebetior,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.00,-2.91,-2.95,150.88,109.47
6789,Myiagra cyanoleuca,Monarchidae,Passeriformes,AVIBASE-32EAD9E6,14,4,10,0,4,18.2,9.6,6.8,4.5,15.9,87.1,19.3,69.3,21.8,75.5,17.5,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Invertivore,Insessorial,-43.57,-10.02,-29.81,147.30,1086652.75
6792,Myiagra eichhorni,Monarchidae,Passeriformes,AVIBASE-CA6E8F69,0,0,0,0,0,17.5,10.7,5.2,4.3,22.1,70.2,9.3,60.9,13.3,55.6,20.2,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Myiagra hebetior,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.31,-2.36,-5.13,150.89,42275.48
6776,Myiagra erythrops,Monarchidae,Passeriformes,AVIBASE-EE035E28,10,1,7,2,4,16.6,8.3,6.8,3.5,20.4,67.0,12.0,55.0,17.9,50.8,12.1,Inferred,NA,YES,Body Mass,Myiagra rubecula,Forest,2,1,Carnivore,Invertivore,Insessorial,6.89,8.09,7.45,134.54,456.72
6781,Myiagra ferrocyanea,Monarchidae,Passeriformes,AVIBASE-84E82B76,8,2,6,0,4,16.3,8.8,5.8,4.1,15.6,69.0,10.1,59.0,14.6,61.9,12.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.95,-5.01,-7.83,157.94,32643.70
6778,Myiagra galeata,Monarchidae,Passeriformes,AVIBASE-052CD650,10,2,8,0,4,16.2,8.4,6.2,4.0,15.4,67.6,11.5,56.1,16.9,54.3,11.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-3.88,2.64,-1.37,128.18,44624.81
6791,Myiagra hebetior,Monarchidae,Passeriformes,AVIBASE-F33032D8,4,2,2,0,4,17.5,10.7,5.2,4.3,22.1,70.2,9.3,60.9,13.3,55.6,20.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-1.54,-1.31,-1.43,149.62,342.84
6795,Myiagra inquieta,Monarchidae,Passeriformes,AVIBASE-D15675EE,15,3,12,0,6,21.9,11.2,5.7,4.3,19.2,99.0,18.5,79.9,18.7,95.3,20.9,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Insessorial,-39.95,-22.14,-31.83,143.16,1602441.95
6794,Myiagra nana,Monarchidae,Passeriformes,AVIBASE-FC57A59E,18,6,12,0,3,19.5,8.5,5.7,4.2,18.6,87.1,15.3,72.0,17.5,79.9,13.5,Updated_literature,Dunning (2021),NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Insessorial,-20.70,-7.37,-16.21,132.70,1125140.54
6775,Myiagra oceanica,Monarchidae,Passeriformes,AVIBASE-DD59969A,10,2,8,0,4,19.9,10.6,7.8,4.7,20.8,80.6,16.0,64.6,19.8,65.7,12.1,Inferred,NA,YES,Body Mass,Myiagra rubecula,Forest,2,1,Carnivore,Invertivore,Insessorial,5.28,8.99,7.26,151.72,105.86
6777,Myiagra pluto,Monarchidae,Passeriformes,AVIBASE-164C3F46,10,2,8,0,4,17.7,9.5,7.1,4.3,19.9,80.4,15.2,65.2,18.9,72.4,12.1,Inferred,NA,YES,Body Mass,Myiagra oceanica,Forest,2,1,Carnivore,Invertivore,Insessorial,5.78,7.10,6.87,158.24,361.44
6780,Myiagra rubecula,Monarchidae,Passeriformes,AVIBASE-CCCF40F2,20,8,12,0,4,15.9,8.1,5.7,3.9,15.3,74.2,14.0,60.0,18.9,65.6,12.1,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-39.48,-6.10,-22.39,142.56,2268381.70
6788,Myiagra ruficollis,Monarchidae,Passeriformes,AVIBASE-EAF37025,15,4,10,1,4,17.4,8.7,6.9,4.0,18.3,71.1,11.4,61.1,15.7,66.1,10.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-23.00,-4.27,-12.32,135.22,580888.40
6784,Myiagra vanikorensis,Monarchidae,Passeriformes,AVIBASE-46DFA747,10,2,8,0,4,18.0,8.7,6.9,4.2,17.7,74.6,14.5,60.1,19.5,59.4,12.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-20.68,-11.59,-17.40,162.07,18452.69
6839,Neolalage banksiana,Monarchidae,Passeriformes,AVIBASE-6977F1E6,11,2,9,0,4,18.5,10.6,4.3,4.4,21.5,75.5,12.4,63.0,16.5,61.1,16.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-17.83,-13.70,-15.81,167.45,9879.99
6832,Pomarea dimidiata,Monarchidae,Passeriformes,AVIBASE-B494521A,4,0,2,2,1,17.5,10.5,5.2,4.3,23.2,80.0,13.6,66.4,17.0,62.3,23.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.25,-19.97,-20.07,-158.22,31.46
6834,Pomarea iphis,Monarchidae,Passeriformes,AVIBASE-F20787D1,10,2,8,0,4,19.1,10.6,5.3,4.7,27.8,89.8,17.6,72.2,19.6,76.0,23.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-8.96,-8.87,-8.91,-139.55,81.42
6838,Pomarea mendozae,Monarchidae,Passeriformes,AVIBASE-F7B01321,9,1,8,0,3,19.9,11.3,5.4,5.2,27.5,90.2,18.9,71.3,20.9,72.9,29.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.02,-9.95,-9.99,-138.83,13.30
6837,Pomarea mira,Monarchidae,Passeriformes,AVIBASE-555F96E9,4,2,2,0,3,21.6,13.2,5.6,6.0,27.7,103.9,21.2,82.7,20.4,78.0,29.6,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA
