Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
4598,Formicivora rufa,Thamnophilidae,Passeriformes,AVIBASE-03ED8C2C,8,4,4,0,4,16.5,9.2,3.3,3.6,20.9,51.3,3.2,48.1,6.0,56.2,10.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Insessorial,-25.20,2.54,-14.82,-52.04,4090899.87
4596,Formicivora serrana,Thamnophilidae,Passeriformes,AVIBASE-A6FD42C4,18,8,10,0,10,14.8,9.5,3.2,3.7,21.4,54.8,5.4,50.0,9.8,56.0,11.4,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-23.02,-15.93,-19.75,-42.94,209781.99
4672,Frederickena unduliger,Thamnophilidae,Passeriformes,AVIBASE-3C3D607B,12,6,6,0,4,28.4,17.0,7.9,10.4,35.2,99.8,9.1,92.7,8.8,88.6,83.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.36,1.93,-5.05,-70.55,1735694.57
4671,Frederickena viridis,Thamnophilidae,Passeriformes,AVIBASE-C3C71923,10,4,5,1,6,28.2,15.6,7.2,10.0,33.1,95.3,6.3,89.0,6.6,76.9,76.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.17,7.96,2.80,-57.83,1266903.39
4796,Gymnocichla nudiceps,Thamnophilidae,Passeriformes,AVIBASE-49788670,8,4,4,0,4,20.5,12.7,5.2,5.3,29.3,75.2,6.5,68.9,8.6,58.1,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.67,17.05,10.03,-78.92,355899.13
4756,Gymnopithys bicolor,Thamnophilidae,Passeriformes,AVIBASE-0351F4F2,10,2,4,4,3,18.5,11.9,5.1,4.9,27.6,75.3,7.0,67.7,9.4,46.6,31.1,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.61,16.03,8.17,-79.87,367237.83
4757,Gymnopithys leucaspis,Thamnophilidae,Passeriformes,AVIBASE-235DE47B,7,4,3,0,2,18.5,11.8,4.6,4.9,26.2,72.0,8.0,65.5,10.8,43.4,27.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.32,4.41,-2.03,-71.43,1029456.75
4758,Gymnopithys rufigula,Thamnophilidae,Passeriformes,AVIBASE-2AE442D9,11,6,5,0,4,20.4,12.7,4.9,5.0,26.8,75.3,8.5,67.5,11.2,47.9,29.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.36,8.07,2.53,-59.43,1727736.89
4805,Hafferia fortis,Thamnophilidae,Passeriformes,AVIBASE-C4D9D479,9,3,5,1,4,23.2,13.6,5.4,6.6,34.1,81.5,9.0,74.4,10.7,62.9,45.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.93,2.30,-5.19,-70.92,1945728.92
4807,Hafferia immaculata,Thamnophilidae,Passeriformes,AVIBASE-F0768885,6,2,4,0,4,22.6,12.9,5.2,6.2,33.6,80.8,5.1,73.6,6.3,80.5,47.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.41,10.81,7.24,-73.14,103061.80
4806,Hafferia zeledoni,Thamnophilidae,Passeriformes,AVIBASE-7B3A4DDB,19,3,16,0,5,24.6,13.3,5.4,6.7,35.5,82.8,5.5,76.9,6.5,82.7,47.1,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.00,11.10,3.48,-78.34,163041.74
4648,Herpsilochmus atricapillus,Thamnophilidae,Passeriformes,AVIBASE-38B867FD,12,4,8,0,4,15.3,8.9,3.9,4.0,17.9,51.8,6.2,46.7,11.8,55.0,9.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.26,-2.73,-14.94,-48.69,3731834.00
4661,Herpsilochmus axillaris,Thamnophilidae,Passeriformes,AVIBASE-009A3CAA,8,2,6,0,4,15.9,8.9,3.9,3.9,17.6,51.9,6.6,46.0,12.8,46.5,11.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.97,5.58,-5.94,-76.04,109343.39
4657,Herpsilochmus dorsimaculatus,Thamnophilidae,Passeriformes,AVIBASE-9442883E,8,2,6,0,4,15.9,10.5,4.3,4.1,17.2,49.4,6.4,43.8,12.8,42.3,9.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.27,7.67,1.88,-64.50,907516.41
4653,Herpsilochmus dugandi,Thamnophilidae,Passeriformes,AVIBASE-2D649D9F,3,1,2,0,3,15.9,9.0,4.1,3.8,16.2,46.7,5.7,41.0,12.1,36.7,10.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.99,1.57,-1.95,-75.50,230307.08
4656,Herpsilochmus gentryi,Thamnophilidae,Passeriformes,AVIBASE-881FE108,7,3,4,0,4,16.1,9.3,3.8,3.8,17.5,47.8,5.0,43.7,10.3,36.2,10.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.58,-2.59,-3.70,-74.89,9533.66
4660,Herpsilochmus longirostris,Thamnophilidae,Passeriformes,AVIBASE-EE3F7F41,9,4,5,0,4,18.5,10.7,4.5,4.4,19.7,61.2,6.7,54.1,10.8,53.2,12.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-24.32,-6.41,-16.09,-52.94,1991289.01
4651,Herpsilochmus motacilloides,Thamnophilidae,Passeriformes,AVIBASE-57E1F692,8,4,4,0,4,15.1,8.8,3.9,3.8,17.8,52.9,4.7,48.6,8.7,56.8,12.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.50,-9.15,-11.60,-73.93,74742.79
4652,Herpsilochmus parkeri,Thamnophilidae,Passeriformes,AVIBASE-6E2505D7,7,4,3,0,4,17.0,9.5,4.0,3.9,18.7,54.2,4.6,49.6,8.6,57.6,11.5,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.05,-6.00,-6.03,-76.76,15.06
4659,Herpsilochmus pectoralis,Thamnophilidae,Passeriformes,AVIBASE-277F57DE,10,3,2,5,4,16.9,9.3,4.2,4.3,19.6,54.0,2.8,51.2,5.2,47.3,11.1,Updated_live.sample,Live sample (museum data),NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-13.28,-2.25,-8.92,-40.23,222276.46
4647,Herpsilochmus pileatus,Thamnophilidae,Passeriformes,AVIBASE-E6581183,8,3,4,1,4,14.8,9.8,3.9,3.8,17.3,49.2,4.9,44.6,10.1,40.8,8.9,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-17.08,-12.42,-15.12,-39.05,1545.44
4649,Herpsilochmus praedictus,Thamnophilidae,Passeriformes,AVIBASE-A0975D6E,4,1,3,0,1,17.2,10.2,4.4,4.0,17.7,49.3,5.7,45.0,11.9,45.0,11.2,Updated_literature,Dunning (2021),NO,NA,NA,NA,1,1,Carnivore,Invertivore,Insessorial,-8.75,-3.78,-6.26,-64.17,270584.03
4658,Herpsilochmus roraimae,Thamnophilidae,Passeriformes,AVIBASE-039291B6,8,3,5,0,4,16.7,9.7,4.0,4.2,18.7,51.8,5.5,46.9,10.7,52.3,11.5,Updated_literature,Dickerman & Phelps (1982),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.44,7.41,4.55,-63.76,283885.89
4663,Herpsilochmus rufimarginatus,Thamnophilidae,Passeriformes,AVIBASE-E2DA6469,5,2,3,0,0,14.9,9.1,3.7,4.0,18.1,48.3,3.7,43.6,7.3,46.7,10.6,Dunning,NA,YES,Kipp's Distance; Hand-Wing Index,Herpsilochmus scapularis,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.93,-20.15,-23.71,-50.40,680842.37
4662,Herpsilochmus scapularis,Thamnophilidae,Passeriformes,AVIBASE-5838650C,10,4,6,0,4,15.3,9.2,4.0,4.0,18.2,49.9,3.7,45.8,7.3,44.6,10.6,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.39,11.52,-6.53,-58.52,2832018.86
4646,Herpsilochmus sellowi,Thamnophilidae,Passeriformes,AVIBASE-2587F820,21,9,9,3,3,13.3,8.5,3.1,3.4,17.9,48.0,5.3,42.6,11.8,48.0,7.5,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-15.74,-4.29,-9.45,-41.68,995787.86
4655,Herpsilochmus stictocephalus,Thamnophilidae,Passeriformes,AVIBASE-17487809,8,4,4,0,4,16.8,9.9,4.0,3.7,17.0,48.5,6.0,43.5,12.6,37.0,8.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,0.44,8.41,4.21,-56.33,527219.13
4654,Herpsilochmus sticturus,Thamnophilidae,Passeriformes,AVIBASE-42B2013F,7,1,5,1,4,15.7,9.4,4.1,4.0,16.8,48.0,7.4,42.1,15.4,36.5,9.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.70,8.05,4.55,-57.18,558905.86
4650,Herpsilochmus stotzi,Thamnophilidae,Passeriformes,AVIBASE-F1E7B851,7,3,4,0,4,16.5,9.6,4.0,3.8,17.1,49.7,4.6,45.4,9.1,44.4,10.8,Updated_literature,Dunning (2021),NO,NA,NA,NA,1,1,Carnivore,Invertivore,Insessorial,-9.62,-5.13,-7.44,-61.49,85370.42
4769,Hylophylax naevioides,Thamnophilidae,Passeriformes,AVIBASE-87EC4643,20,5,14,1,8,16.6,10.3,4.8,4.3,22.1,62.2,8.4,54.2,13.6,37.5,17.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.89,16.03,7.85,-79.49,372510.89
4770,Hylophylax naevius,Thamnophilidae,Passeriformes,AVIBASE-363EDFA8,26,9,15,2,13,16.0,9.2,4.7,3.8,20.2,58.1,8.1,50.1,14.1,39.8,14.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.04,7.86,-3.52,-63.18,5848723.89
4771,Hylophylax punctulatus,Thamnophilidae,Passeriformes,AVIBASE-C207B0AF,9,4,5,0,4,16.7,9.9,4.8,4.1,17.2,59.1,8.1,51.7,13.4,31.4,12.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.72,7.77,-4.64,-63.55,3128205.43
4740,Hypocnemis cantator,Thamnophilidae,Passeriformes,AVIBASE-C1CDE25A,8,3,5,0,4,15.7,9.7,4.5,4.0,19.6,54.0,6.1,48.1,11.3,41.2,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.33,8.14,2.31,-56.50,968489.41
4739,Hypocnemis flavescens,Thamnophilidae,Passeriformes,AVIBASE-81724331,8,4,4,0,4,16.2,9.4,4.6,4.2,20.2,53.5,7.2,48.1,13.3,41.0,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.78,7.57,2.72,-65.52,506050.40
4737,Hypocnemis hypoxantha,Thamnophilidae,Passeriformes,AVIBASE-95FD0D6C,8,3,4,1,4,16.5,9.8,4.7,4.1,20.1,55.1,5.0,50.2,8.9,45.1,11.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.97,2.24,-3.14,-68.62,1409240.17
4742,Hypocnemis ochrogyna,Thamnophilidae,Passeriformes,AVIBASE-A1A3EF0B,8,4,4,0,4,15.4,9.0,4.2,4.0,20.0,55.0,4.7,50.4,8.5,41.3,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.40,-8.05,-12.60,-61.34,456296.85
4741,Hypocnemis peruviana,Thamnophilidae,Passeriformes,AVIBASE-8B45C539,13,6,7,0,4,17.0,9.5,4.5,4.2,19.1,53.9,5.2,49.1,9.4,38.5,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.16,3.27,-5.82,-70.04,1886860.41
4743,Hypocnemis rondoni,Thamnophilidae,Passeriformes,AVIBASE-E911B7E9,6,2,4,0,1,16.4,9.2,4.4,4.1,19.6,52.1,6.3,47.0,11.8,37.7,12.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.68,-5.44,-7.64,-61.54,95654.42
4744,Hypocnemis striata,Thamnophilidae,Passeriformes,AVIBASE-9788D595,8,4,4,0,4,16.5,9.4,4.6,4.0,19.7,52.9,4.8,48.6,9.0,41.0,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.07,-1.03,-6.33,-55.01,1133963.09
4738,Hypocnemis subflava,Thamnophilidae,Passeriformes,AVIBASE-9724D814,12,4,7,1,3,16.0,9.4,4.2,3.9,19.8,53.4,6.1,47.4,11.3,40.6,12.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.80,-8.49,-13.08,-69.47,362426.01
4773,Hypocnemoides maculicauda,Thamnophilidae,Passeriformes,AVIBASE-B2B3FA6B,9,4,5,0,4,17.7,10.7,4.0,3.3,20.5,59.3,7.3,52.6,12.1,38.9,11.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.86,-0.54,-9.31,-59.53,3324431.81
4772,Hypocnemoides melanopogon,Thamnophilidae,Passeriformes,AVIBASE-78853651,8,4,4,0,4,19.7,11.5,4.2,3.5,20.2,62.4,6.3,55.8,9.9,33.0,14.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.10,10.55,0.59,-62.99,3494411.77
4667,Hypoedaleus guttatus,Thamnophilidae,Passeriformes,AVIBASE-69C21555,10,5,5,0,5,27.9,15.2,8.4,9.7,28.2,84.4,6.6,78.1,7.6,97.7,38.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.46,-8.66,-22.70,-48.66,829945.45
4632,Isleria guttata,Thamnophilidae,Passeriformes,AVIBASE-29D98F31,9,4,5,0,4,16.2,9.1,3.4,3.5,18.3,51.5,5.5,45.1,10.5,24.5,11.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.40,8.16,2.41,-59.15,1694815.80
4631,Isleria hauxwelli,Thamnophilidae,Passeriformes,AVIBASE-DCF9CFE8,19,9,10,0,4,15.0,8.5,3.6,3.4,18.9,50.5,7.8,43.2,15.6,24.8,10.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.44,4.38,-6.55,-63.34,4248364.67
4669,Mackenziaena leachii,Thamnophilidae,Passeriformes,AVIBASE-B165F898,8,4,4,0,4,25.9,14.2,6.1,9.2,36.4,89.5,4.6,85.3,5.0,130.4,70.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.25,-18.68,-25.57,-50.16,828525.05
4670,Mackenziaena severa,Thamnophilidae,Passeriformes,AVIBASE-BE8716E0,8,3,5,0,3,26.7,13.6,6.2,8.6,34.5,91.2,8.7,84.9,9.3,116.2,51.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-28.30,-14.34,-23.07,-48.81,955402.98
4637,Megastictus margaritatus,Thamnophilidae,Passeriformes,AVIBASE-4FB0F5F3,8,4,4,0,4,20.4,12.2,5.2,5.2,19.9,68.7,9.5,59.7,13.7,46.7,20.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.16,6.36,-3.45,-68.12,1933727.21
4579,Microrhopias quixensis,Thamnophilidae,Passeriformes,AVIBASE-49D57DF3,26,6,20,0,6,15.6,9.6,4.1,3.8,16.5,53.0,9.2,44.7,17.8,52.7,7.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.11,18.62,-3.56,-66.36,4104536.42
4790,Myrmeciza longipes,Thamnophilidae,Passeriformes,AVIBASE-40373FE1,11,4,7,0,4,20.3,12.0,4.3,4.5,29.2,64.8,4.0,61.3,6.4,53.1,27.9,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-2.50,12.36,6.41,-65.33,1110901.77
4779,Myrmelastes brunneiceps,Thamnophilidae,Passeriformes,AVIBASE-B4F54E3D,7,3,4,0,2,18.5,11.0,4.5,4.8,25.5,66.2,5.3,62.4,8.0,54.7,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.26,-11.43,-12.78,-71.44,54557.95
4782,Myrmelastes caurensis,Thamnophilidae,Passeriformes,AVIBASE-4F04F723,5,2,3,0,4,24.1,13.8,5.0,6.1,29.3,84.5,8.5,76.5,10.1,77.1,39.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,0.65,7.58,4.82,-65.06,240244.00
4780,Myrmelastes humaythae,Thamnophilidae,Passeriformes,AVIBASE-345A6DFB,8,4,4,0,4,21.5,12.7,4.6,5.2,25.6,68.4,6.3,63.0,9.2,53.0,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-11.47,-2.39,-5.67,-64.30,370620.41
4777,Myrmelastes hyperythrus,Thamnophilidae,Passeriformes,AVIBASE-85D49ECB,9,4,5,0,4,24.9,14.4,5.3,6.2,29.2,76.8,4.6,73.2,6.1,56.2,41.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.04,1.37,-7.11,-69.64,1642348.58
4781,Myrmelastes leucostigma,Thamnophilidae,Passeriformes,AVIBASE-9736A466,10,4,6,0,5,21.9,12.3,4.5,4.9,26.2,66.1,6.3,60.8,9.5,56.4,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-14.05,7.99,-0.89,-65.66,2969595.64
4778,Myrmelastes rufifacies,Thamnophilidae,Passeriformes,AVIBASE-29F66F57,8,4,4,0,4,20.7,12.2,4.6,4.7,25.8,66.9,5.8,61.2,8.5,56.3,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-10.13,-1.56,-5.40,-57.46,473471.48
4775,Myrmelastes saturatus,Thamnophilidae,Passeriformes,AVIBASE-F30598FA,6,3,3,0,3,19.1,11.2,4.5,4.8,25.0,64.3,5.8,57.9,9.0,59.9,25.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,4.54,6.06,5.42,-61.08,47946.34
4776,Myrmelastes schistaceus,Thamnophilidae,Passeriformes,AVIBASE-3587F35B,8,4,4,0,4,19.0,10.7,4.4,4.7,25.3,64.3,6.8,57.9,10.7,48.0,23.8,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-9.24,0.65,-4.72,-71.40,526174.02
4794,Myrmoborus leucophrys,Thamnophilidae,Passeriformes,AVIBASE-C9620F9F,19,9,10,0,5,18.0,10.8,4.5,4.7,25.2,64.9,8.7,56.4,13.6,43.8,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,10.02,-3.46,-63.71,5113605.96
4792,Myrmoborus lophotes,Thamnophilidae,Passeriformes,AVIBASE-2EBCC761,7,2,5,0,5,21.6,12.3,5.1,5.8,30.7,74.3,7.9,67.0,10.6,54.7,28.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.08,-8.37,-11.18,-71.31,202927.68
4795,Myrmoborus lugubris,Thamnophilidae,Passeriformes,AVIBASE-8484C800,8,3,4,1,4,19.4,11.6,5.0,5.2,26.5,66.7,8.3,59.2,12.6,39.9,21.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.91,1.48,-3.00,-63.93,290798.01
4791,Myrmoborus melanurus,Thamnophilidae,Passeriformes,AVIBASE-04CD9946,9,4,5,0,4,17.0,10.3,4.7,4.8,25.2,61.8,5.2,57.2,8.5,39.8,18.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.37,-2.60,-4.75,-73.83,32518.28
4793,Myrmoborus myotherinus,Thamnophilidae,Passeriformes,AVIBASE-F5CD9018,33,10,22,1,2,17.9,10.2,4.2,4.6,25.7,62.0,9.2,53.4,14.8,40.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.92,7.11,-6.18,-64.24,4778353.33
4602,Myrmochanes hemileucus,Thamnophilidae,Passeriformes,AVIBASE-A1CB6912,7,4,3,0,5,18.8,11.1,4.1,3.4,20.9,53.6,7.4,47.1,13.6,33.7,12.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-14.98,-0.22,-5.53,-67.74,261134.97
4765,Myrmoderus eowilsoni,Thamnophilidae,Passeriformes,AVIBASE-C91B4325,4,2,2,0,4,20.3,11.1,6.0,5.4,27.2,68.1,5.9,62.2,8.7,64.2,26.1,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.20,-6.61,-8.10,-76.07,23748.94
4764,Myrmoderus ferrugineus,Thamnophilidae,Passeriformes,AVIBASE-228DEA40,10,4,6,0,4,22.9,12.5,4.1,4.5,26.0,64.2,4.2,59.4,6.6,55.0,26.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-9.56,8.48,0.07,-56.73,1290324.22
4767,Myrmoderus loricatus,Thamnophilidae,Passeriformes,AVIBASE-0161CAAD,10,4,6,0,4,17.4,9.5,3.6,3.6,25.3,59.8,6.0,54.8,9.8,65.3,15.5,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-23.51,-12.52,-18.67,-41.38,177950.43
4766,Myrmoderus ruficauda,Thamnophilidae,Passeriformes,AVIBASE-8926D22A,17,2,14,1,4,19.1,10.9,3.8,4.7,22.6,67.1,7.0,60.5,10.3,51.1,26.0,Updated_literature,Rodrigues et al. (2019),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.30,-7.51,-16.77,-39.32,499.32
4768,Myrmoderus squamosus,Thamnophilidae,Passeriformes,AVIBASE-A17A24AF,12,5,7,0,6,16.3,8.8,3.7,3.7,27.2,60.0,5.5,55.0,9.0,64.3,18.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-30.58,-21.98,-25.18,-48.19,241730.20
4578,Myrmophylax atrothorax,Thamnophilidae,Passeriformes,AVIBASE-6877831A,8,4,4,0,4,16.8,9.4,3.8,3.9,24.9,55.3,7.5,49.4,13.5,52.3,16.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.78,7.71,-4.69,-62.39,6800794.01
4575,Myrmorchilus strigilatus,Thamnophilidae,Passeriformes,AVIBASE-0DEDC45C,16,6,10,0,4,15.8,10.2,3.4,4.3,29.5,61.9,5.2,57.1,8.7,60.3,23.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-28.53,-3.90,-15.55,-50.82,1728828.97
4809,Myrmornis stictoptera,Thamnophilidae,Passeriformes,AVIBASE-0CC1FD4A,4,2,2,0,0,23.7,15.2,4.7,5.3,24.3,90.0,11.7,82.4,13.1,34.9,46.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Hand-Wing Index,Myrmornis torquata,Forest,1,1,Carnivore,Invertivore,Terrestrial,6.01,15.46,8.20,-76.93,115825.71
4808,Myrmornis torquata,Thamnophilidae,Passeriformes,AVIBASE-8074CD7D,12,5,7,0,5,23.7,15.0,4.5,5.2,24.8,90.2,11.7,79.8,13.1,37.9,46.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.95,8.41,-0.90,-58.02,2996202.86
4605,Myrmotherula ambigua,Thamnophilidae,Passeriformes,AVIBASE-662DB38F,5,1,4,0,1,14.5,9.4,3.4,3.1,15.7,41.0,4.6,37.3,11.0,23.0,6.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.18,3.38,0.74,-65.38,257668.14
4626,Myrmotherula assimilis,Thamnophilidae,Passeriformes,AVIBASE-A5BD6149,7,4,3,0,4,15.6,9.5,3.5,3.3,16.4,51.5,6.7,45.7,12.7,29.5,9.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.20,-0.09,-5.20,-64.01,412230.35
4614,Myrmotherula axillaris,Thamnophilidae,Passeriformes,AVIBASE-10BC73B2,57,25,32,0,5,15.0,9.0,3.4,3.7,15.4,50.9,7.5,43.9,14.8,36.5,8.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.54,15.88,-3.47,-63.12,7734412.17
4624,Myrmotherula behni,Thamnophilidae,Passeriformes,AVIBASE-0AA51604,10,3,4,3,3,14.5,8.4,3.3,3.5,16.2,54.1,6.5,47.8,11.7,31.4,8.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.32,7.00,4.23,-64.50,139424.09
4603,Myrmotherula brachyura,Thamnophilidae,Passeriformes,AVIBASE-64B34CDD,9,3,6,0,4,13.5,8.5,3.1,3.0,16.2,43.6,4.2,39.7,9.5,19.5,6.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.99,8.47,-3.79,-63.28,6190843.58
4610,Myrmotherula cherriei,Thamnophilidae,Passeriformes,AVIBASE-4B4619CD,8,4,4,0,4,17.0,10.1,3.2,3.1,16.6,50.1,4.2,46.0,8.3,28.6,8.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-4.46,6.12,2.61,-67.40,676511.23
4621,Myrmotherula grisea,Thamnophilidae,Passeriformes,AVIBASE-E2A877F7,7,3,4,0,4,13.7,8.1,3.1,3.2,15.1,52.0,9.2,44.7,18.0,31.5,8.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.33,-12.18,-15.48,-67.64,67024.25
4604,Myrmotherula ignota,Thamnophilidae,Passeriformes,AVIBASE-20E51271,8,4,4,0,4,12.7,8.0,3.1,3.0,15.8,42.1,4.4,38.3,9.9,18.2,7.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.47,9.64,-1.56,-72.13,1558811.94
